NZ_JBBPBW010000028.1	gb|AAG05915.1|ARO:3004074|MuxB	23.895	1063	1.12e-49	195	gb|AAG05915.1|ARO:3004074|MuxB [Pseudomonas aeruginosa PAO1] 
NZ_JBBPBW010000028.1	gb|AAX14802.1|ARO:3000781|adeJ	21.860	1075	1.61e-49	194	gb|AAX14802.1|ARO:3000781|adeJ [Acinetobacter baumannii] 
NZ_JBBPBW010000028.1	gb|AAX14803.1|ARO:3000782|adeK	36.547	446	5.27e-48	181	gb|AAX14803.1|ARO:3000782|adeK [Acinetobacter baumannii] 
NZ_JBBPBW010000028.1	gb|AAG05914.1|ARO:3004075|MuxC	23.638	1028	9.51e-47	185	gb|AAG05914.1|ARO:3004075|MuxC [Pseudomonas aeruginosa PAO1] 
NZ_JBBPBW010000028.1	gb|AAC75137.1|ARO:3000794|mdtC	22.846	1033	2.18e-46	184	gb|AAC75137.1|ARO:3000794|mdtC [Escherichia coli str. K-12 substr. MG1655] 
NZ_JBBPBW010000028.1	gb|CAH35802.1|ARO:3002983|amrB	21.914	1045	1.32e-45	182	gb|CAH35802.1|ARO:3002983|amrB [Burkholderia pseudomallei K96243] 
NZ_JBBPBW010000028.1	gb|AAA74437.1|ARO:3000378|MexB	23.485	1056	6.87e-45	179	gb|AAA74437.1|ARO:3000378|MexB [Pseudomonas aeruginosa] 
NZ_JBBPBW010000028.1	gb|AAG06465.1|ARO:3005063|cprR	38.288	222	8.94e-44	160	gb|AAG06465.1|ARO:3005063|cprR [Pseudomonas aeruginosa PAO1] 
NZ_JBBPBW010000028.1	gb|AAG06465.1|ARO:3005063|cprR	35.616	219	1.06e-32	128	gb|AAG06465.1|ARO:3005063|cprR [Pseudomonas aeruginosa PAO1] 
NZ_JBBPBW010000028.1	gb|CAH14033.1|ARO:3004100|LpeB	21.917	1054	1.12e-43	175	gb|CAH14033.1|ARO:3004100|LpeB [Legionella pneumophila str. Paris] 
NZ_JBBPBW010000028.1	gb|AAF42062.1|ARO:3000811|mtrD	22.852	1059	2.24e-43	174	gb|AAF42062.1|ARO:3000811|mtrD [Neisseria meningitidis MC58] 
NZ_JBBPBW010000028.1	gb|ATC67679.1|ARO:3000838|arlR	43.439	221	2.83e-42	155	gb|ATC67679.1|ARO:3000838|arlR [Staphylococcus aureus subsp. aureus str. Newman] 
NZ_JBBPBW010000028.1	gb|ATC67679.1|ARO:3000838|arlR	39.462	223	1.02e-41	154	gb|ATC67679.1|ARO:3000838|arlR [Staphylococcus aureus subsp. aureus str. Newman] 
NZ_JBBPBW010000028.1	gb|EGP45231.1|ARO:3004144|AxyY	22.885	1040	5.70e-42	170	gb|EGP45231.1|ARO:3004144|AxyY [Achromobacter insuavis AXX-A] 
NZ_JBBPBW010000028.1	gb|AAL14440.1|ARO:3000775|adeB	30.698	430	5.83e-42	170	gb|AAL14440.1|ARO:3000775|adeB [Acinetobacter baumannii] 
NZ_JBBPBW010000028.1	gb|AAL14440.1|ARO:3000775|adeB	21.818	330	1.94e-12	73.9	gb|AAL14440.1|ARO:3000775|adeB [Acinetobacter baumannii] 
NZ_JBBPBW010000028.1	gb|BAA34300.1|ARO:3003033|mexY	22.129	1071	6.22e-42	170	gb|BAA34300.1|ARO:3003033|mexY [Pseudomonas aeruginosa PAO1] 
NZ_JBBPBW010000028.1	gb|AAB41957.1|ARO:3000801|MexD	23.546	1066	6.90e-42	170	gb|AAB41957.1|ARO:3000801|MexD [Pseudomonas aeruginosa] 
NZ_JBBPBW010000028.1	gb|AAC76298.1|ARO:3000502|AcrF	21.755	1071	1.35e-41	169	gb|AAC76298.1|ARO:3000502|AcrF [Escherichia coli str. K-12 substr. MG1655] 
NZ_JBBPBW010000028.1	gb|AAL19305.1|ARO:3000790|mdsB	23.170	1079	4.27e-41	167	gb|AAL19305.1|ARO:3000790|mdsB [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2] 
NZ_JBBPBW010000028.1	gb|AAC75136.1|ARO:3000793|mdtB	23.134	1072	7.34e-41	166	gb|AAC75136.1|ARO:3000793|mdtB [Escherichia coli str. K-12 substr. MG1655] 
NZ_JBBPBW010000028.1	gb|CAC14595.1|ARO:3003056|smeE	28.606	409	1.80e-40	165	gb|CAC14595.1|ARO:3003056|smeE [Stenotrophomonas maltophilia] 
NZ_JBBPBW010000028.1	gb|BAA16344.1|ARO:3000491|acrD	28.224	411	6.68e-38	157	gb|BAA16344.1|ARO:3000491|acrD [Escherichia coli str. K-12 substr. W3110] 
NZ_JBBPBW010000028.1	gb|BAA16344.1|ARO:3000491|acrD	20.690	348	1.94e-11	70.5	gb|BAA16344.1|ARO:3000491|acrD [Escherichia coli str. K-12 substr. W3110] 
NZ_JBBPBW010000028.1	gb|AAB05622.1|ARO:3002921|vanR_in_vanB_cl	36.486	222	2.34e-36	138	gb|AAB05622.1|ARO:3002921|vanR_in_vanB_cl [Enterococcus faecalis] 
NZ_JBBPBW010000028.1	gb|AAB05622.1|ARO:3002921|vanR_in_vanB_cl	29.545	220	3.26e-24	103	gb|AAB05622.1|ARO:3002921|vanR_in_vanB_cl [Enterococcus faecalis] 
NZ_JBBPBW010000028.1	gb|AAC76539.1|ARO:3000796|mdtF	28.640	419	1.08e-35	149	gb|AAC76539.1|ARO:3000796|mdtF [Escherichia coli str. K-12 substr. MG1655] 
NZ_JBBPBW010000028.1	gb|AAL27445.1|ARO:3002924|vanR_in_vanE_cl	36.123	227	1.21e-35	137	gb|AAL27445.1|ARO:3002924|vanR_in_vanE_cl [Enterococcus faecalis] 
NZ_JBBPBW010000028.1	gb|AAL27445.1|ARO:3002924|vanR_in_vanE_cl	32.314	229	7.78e-24	102	gb|AAL27445.1|ARO:3002924|vanR_in_vanE_cl [Enterococcus faecalis] 
NZ_JBBPBW010000028.1	gb|AAC73564.1|ARO:3000216|acrB	27.007	411	4.85e-34	144	gb|AAC73564.1|ARO:3000216|acrB [Escherichia coli str. K-12 substr. MG1655] 
NZ_JBBPBW010000028.1	gb|AAC73564.1|ARO:3000216|acrB	21.493	335	5.32e-12	72.4	gb|AAC73564.1|ARO:3000216|acrB [Escherichia coli str. K-12 substr. MG1655] 
NZ_JBBPBW010000028.1	gb|BAE85478.1|ARO:3003728|vanR_in_vanI_cl	39.035	228	1.77e-32	127	gb|BAE85478.1|ARO:3003728|vanR_in_vanI_cl [Desulfitobacterium hafniense Y51] 
NZ_JBBPBW010000028.1	gb|BAE85478.1|ARO:3003728|vanR_in_vanI_cl	34.211	228	1.35e-28	116	gb|BAE85478.1|ARO:3003728|vanR_in_vanI_cl [Desulfitobacterium hafniense Y51] 
NZ_JBBPBW010000028.1	gb|AAF86641.1|ARO:3002922|vanR_in_vanC_cl	33.333	228	2.56e-32	127	gb|AAF86641.1|ARO:3002922|vanR_in_vanC_cl [Enterococcus gallinarum] 
NZ_JBBPBW010000028.1	gb|AAF86641.1|ARO:3002922|vanR_in_vanC_cl	34.498	229	1.17e-28	117	gb|AAF86641.1|ARO:3002922|vanR_in_vanC_cl [Enterococcus gallinarum] 
NZ_JBBPBW010000028.1	gb|AHA41505.1|ARO:3002930|vanR_in_vanO_cl	38.009	221	2.01e-31	124	gb|AHA41505.1|ARO:3002930|vanR_in_vanO_cl [Rhodococcus hoagii] 
NZ_JBBPBW010000028.1	gb|AHA41505.1|ARO:3002930|vanR_in_vanO_cl	36.245	229	2.66e-31	124	gb|AHA41505.1|ARO:3002930|vanR_in_vanO_cl [Rhodococcus hoagii] 
NZ_JBBPBW010000028.1	gb|SIP52035.1|ARO:3004054|Paer_CpxR	34.247	219	9.84e-31	122	gb|SIP52035.1|ARO:3004054|Paer_CpxR [Pseudomonas aeruginosa] 
NZ_JBBPBW010000028.1	gb|SIP52035.1|ARO:3004054|Paer_CpxR	31.081	222	4.38e-23	100	gb|SIP52035.1|ARO:3004054|Paer_CpxR [Pseudomonas aeruginosa] 
NZ_JBBPBW010000028.1	gb|ABA71727.1|ARO:3002926|vanR_in_vanG_cl	33.761	234	1.28e-30	122	gb|ABA71727.1|ARO:3002926|vanR_in_vanG_cl [Enterococcus faecalis] 
NZ_JBBPBW010000028.1	gb|ABA71727.1|ARO:3002926|vanR_in_vanG_cl	34.764	233	9.19e-27	111	gb|ABA71727.1|ARO:3002926|vanR_in_vanG_cl [Enterococcus faecalis] 
NZ_JBBPBW010000028.1	gb|ACL82957.1|ARO:3002928|vanR_in_vanM_cl	34.802	227	2.18e-30	122	gb|ACL82957.1|ARO:3002928|vanR_in_vanM_cl [Enterococcus faecium] 
NZ_JBBPBW010000028.1	gb|ACL82957.1|ARO:3002928|vanR_in_vanM_cl	35.841	226	1.09e-26	111	gb|ACL82957.1|ARO:3002928|vanR_in_vanM_cl [Enterococcus faecium] 
NZ_JBBPBW010000028.1	gb|AAG05188.1|ARO:3005068|ParR	34.685	222	2.73e-30	121	gb|AAG05188.1|ARO:3005068|ParR [Pseudomonas aeruginosa PAO1] 
NZ_JBBPBW010000028.1	gb|AAG05188.1|ARO:3005068|ParR	35.111	225	2.49e-26	110	gb|AAG05188.1|ARO:3005068|ParR [Pseudomonas aeruginosa PAO1] 
NZ_JBBPBW010000028.1	gb|AAG05913.1|ARO:3004072|OpmB	26.709	468	3.17e-30	128	gb|AAG05913.1|ARO:3004072|OpmB [Pseudomonas aeruginosa PAO1] 
NZ_JBBPBW010000028.1	gb|AAG07594.1|ARO:3000808|MexI	25.964	389	3.85e-30	131	gb|AAG07594.1|ARO:3000808|MexI [Pseudomonas aeruginosa PAO1] 
NZ_JBBPBW010000028.1	gb|AAG07594.1|ARO:3000808|MexI	22.630	327	8.33e-16	84.7	gb|AAG07594.1|ARO:3000808|MexI [Pseudomonas aeruginosa PAO1] 
NZ_JBBPBW010000028.1	gb|AAD51345.1|ARO:3003052|smeB	25.510	392	6.69e-30	130	gb|AAD51345.1|ARO:3003052|smeB [Stenotrophomonas maltophilia] 
NZ_JBBPBW010000028.1	gb|AAD51345.1|ARO:3003052|smeB	20.944	339	2.04e-13	77.0	gb|AAD51345.1|ARO:3003052|smeB [Stenotrophomonas maltophilia] 
NZ_JBBPBW010000028.1	gb|AAG07763.1|ARO:3003031|MexW	26.667	420	1.66e-29	129	gb|AAG07763.1|ARO:3003031|MexW [Pseudomonas aeruginosa PAO1] 
NZ_JBBPBW010000028.1	gb|AAG07763.1|ARO:3003031|MexW	23.899	318	4.86e-17	89.0	gb|AAG07763.1|ARO:3003031|MexW [Pseudomonas aeruginosa PAO1] 
NZ_JBBPBW010000028.1	gb|AAC73788.1|ARO:3003841|kdpE	35.000	220	3.38e-29	118	gb|AAC73788.1|ARO:3003841|kdpE [Escherichia coli str. K-12 substr. MG1655] 
NZ_JBBPBW010000028.1	gb|AAC73788.1|ARO:3003841|kdpE	36.937	222	3.62e-26	109	gb|AAC73788.1|ARO:3003841|kdpE [Escherichia coli str. K-12 substr. MG1655] 
NZ_JBBPBW010000028.1	gb|AAB58161.1|ARO:3003010|ceoB	28.070	399	7.60e-29	127	gb|AAB58161.1|ARO:3003010|ceoB [Burkholderia cepacia] 
NZ_JBBPBW010000028.1	gb|AAP43110.2|ARO:3003923|oqxB	28.537	417	1.75e-28	126	gb|AAP43110.2|ARO:3003923|oqxB [Escherichia coli] 
NZ_JBBPBW010000028.1	gb|AAP43110.2|ARO:3003923|oqxB	22.393	326	6.75e-13	75.5	gb|AAP43110.2|ARO:3003923|oqxB [Escherichia coli] 
NZ_JBBPBW010000028.1	gb|AAM09851.1|ARO:3002923|vanR_in_vanD_cl	36.364	231	3.08e-28	115	gb|AAM09851.1|ARO:3002923|vanR_in_vanD_cl [Enterococcus faecium] 
NZ_JBBPBW010000028.1	gb|AAM09851.1|ARO:3002923|vanR_in_vanD_cl	33.043	230	5.69e-27	112	gb|AAM09851.1|ARO:3002923|vanR_in_vanD_cl [Enterococcus faecium] 
NZ_JBBPBW010000028.1	gb|ABX54691.1|ARO:3002927|vanR_in_vanL_cl	35.965	228	3.28e-28	115	gb|ABX54691.1|ARO:3002927|vanR_in_vanL_cl [Enterococcus faecalis] 
NZ_JBBPBW010000028.1	gb|ABX54691.1|ARO:3002927|vanR_in_vanL_cl	34.649	228	4.85e-28	115	gb|ABX54691.1|ARO:3002927|vanR_in_vanL_cl [Enterococcus faecalis] 
NZ_JBBPBW010000028.1	gb|AEP40503.1|ARO:3002929|vanR_in_vanN_cl	33.040	227	3.61e-28	115	gb|AEP40503.1|ARO:3002929|vanR_in_vanN_cl [Enterococcus faecium] 
NZ_JBBPBW010000028.1	gb|AEP40503.1|ARO:3002929|vanR_in_vanN_cl	34.348	230	1.43e-25	107	gb|AEP40503.1|ARO:3002929|vanR_in_vanN_cl [Enterococcus faecium] 
NZ_JBBPBW010000028.1	gb|ADM92605.1|ARO:3000553|adeR	33.478	230	4.10e-28	115	gb|ADM92605.1|ARO:3000553|adeR [Acinetobacter baumannii] 
NZ_JBBPBW010000028.1	gb|ADM92605.1|ARO:3000553|adeR	30.870	230	5.03e-20	92.4	gb|ADM92605.1|ARO:3000553|adeR [Acinetobacter baumannii] 
NZ_JBBPBW010000028.1	gb|AAG07595.1|ARO:3000809|OpmD	27.176	471	4.98e-28	121	gb|AAG07595.1|ARO:3000809|OpmD [Pseudomonas aeruginosa PAO1] 
NZ_JBBPBW010000028.1	gb|BAO79432.1|ARO:3000785|cmeC	26.709	468	1.04e-27	120	gb|BAO79432.1|ARO:3000785|cmeC [Campylobacter jejuni subsp. jejuni] 
NZ_JBBPBW010000028.1	gb|AAR84672.1|ARO:3002925|vanR_in_vanF_cl	34.529	223	1.35e-27	114	gb|AAR84672.1|ARO:3002925|vanR_in_vanF_cl [Paenibacillus popilliae ATCC 14706] 
NZ_JBBPBW010000028.1	gb|AAR84672.1|ARO:3002925|vanR_in_vanF_cl	35.426	223	2.57e-26	110	gb|AAR84672.1|ARO:3002925|vanR_in_vanF_cl [Paenibacillus popilliae ATCC 14706] 
NZ_JBBPBW010000028.1	gb|AAA65953.1|ARO:3002919|vanR_in_vanA_cl	34.211	228	6.04e-27	112	gb|AAA65953.1|ARO:3002919|vanR_in_vanA_cl [Enterococcus faecium] 
NZ_JBBPBW010000028.1	gb|AAA65953.1|ARO:3002919|vanR_in_vanA_cl	32.895	228	1.39e-26	110	gb|AAA65953.1|ARO:3002919|vanR_in_vanA_cl [Enterococcus faecium] 
NZ_JBBPBW010000028.1	gb|BAB38260.1|ARO:3000830|cpxA	29.151	271	1.78e-26	116	gb|BAB38260.1|ARO:3000830|cpxA [Escherichia coli O157:H7 str. Sakai] 
NZ_JBBPBW010000028.1	gb|BAB38260.1|ARO:3000830|cpxA	28.679	265	1.81e-20	97.8	gb|BAB38260.1|ARO:3000830|cpxA [Escherichia coli O157:H7 str. Sakai] 
NZ_JBBPBW010000028.1	gb|ABD30512.1|ARO:3000839|arlS	28.090	267	1.92e-26	115	gb|ABD30512.1|ARO:3000839|arlS [Staphylococcus aureus subsp. aureus NCTC 8325] 
NZ_JBBPBW010000028.1	gb|ABD30512.1|ARO:3000839|arlS	23.569	297	1.63e-15	82.4	gb|ABD30512.1|ARO:3000839|arlS [Staphylococcus aureus subsp. aureus NCTC 8325] 
NZ_JBBPBW010000028.1	gb|MBY8651251.1|ARO:3007191|vanR_in_vanP_cl	31.780	236	2.25e-26	110	gb|MBY8651251.1|ARO:3007191|vanR_in_vanP_cl [Enterococcus faecium] 
NZ_JBBPBW010000028.1	gb|MBY8651251.1|ARO:3007191|vanR_in_vanP_cl	31.489	235	5.30e-24	103	gb|MBY8651251.1|ARO:3007191|vanR_in_vanP_cl [Enterococcus faecium] 
NZ_JBBPBW010000028.1	gb|AAG03548.1|ARO:3003681|TriC	23.333	420	3.59e-25	115	gb|AAG03548.1|ARO:3003681|TriC [Pseudomonas aeruginosa PAO1] 
NZ_JBBPBW010000028.1	gb|AAG03548.1|ARO:3003681|TriC	24.211	380	5.47e-13	75.5	gb|AAG03548.1|ARO:3003681|TriC [Pseudomonas aeruginosa PAO1] 
NZ_JBBPBW010000028.1	gb|AAG05882.1|ARO:3000804|MexF	25.874	429	3.66e-25	115	gb|AAG05882.1|ARO:3000804|MexF [Pseudomonas aeruginosa PAO1] 
NZ_JBBPBW010000028.1	gb|AAG05882.1|ARO:3000804|MexF	22.430	321	4.11e-16	85.9	gb|AAG05882.1|ARO:3000804|MexF [Pseudomonas aeruginosa PAO1] 
NZ_JBBPBW010000028.1	gb|AAC43969.1|ARO:3003037|opcM	29.140	477	6.88e-25	112	gb|AAC43969.1|ARO:3003037|opcM [Burkholderia cepacia] Partial
NZ_JBBPBW010000028.1	gb|AAD51347.1|ARO:3003067|smeS	30.545	275	2.24e-24	110	gb|AAD51347.1|ARO:3003067|smeS [Stenotrophomonas maltophilia] 
NZ_JBBPBW010000028.1	gb|AAD51347.1|ARO:3003067|smeS	31.489	235	8.00e-18	89.7	gb|AAD51347.1|ARO:3003067|smeS [Stenotrophomonas maltophilia] 
NZ_JBBPBW010000028.1	gb|AAD51348.1|ARO:3003066|smeR	33.906	233	8.01e-24	102	gb|AAD51348.1|ARO:3003066|smeR [Stenotrophomonas maltophilia] 
NZ_JBBPBW010000028.1	gb|AAD51348.1|ARO:3003066|smeR	36.404	228	2.29e-20	92.8	gb|AAD51348.1|ARO:3003066|smeR [Stenotrophomonas maltophilia] 
NZ_JBBPBW010000028.1	gb|AAA65954.1|ARO:3002931|vanS_in_vanA_cl	30.986	213	2.56e-23	105	gb|AAA65954.1|ARO:3002931|vanS_in_vanA_cl [Enterococcus faecium] 
NZ_JBBPBW010000028.1	gb|AAA65954.1|ARO:3002931|vanS_in_vanA_cl	23.288	219	7.88e-16	82.8	gb|AAA65954.1|ARO:3002931|vanS_in_vanA_cl [Enterococcus faecium] 
NZ_JBBPBW010000028.1	gb|AAR84673.1|ARO:3002936|vanS_in_vanF_cl	28.295	258	3.14e-23	104	gb|AAR84673.1|ARO:3002936|vanS_in_vanF_cl [Paenibacillus popilliae ATCC 14706] 
NZ_JBBPBW010000028.1	gb|AAR84673.1|ARO:3002936|vanS_in_vanF_cl	26.267	217	1.14e-18	90.9	gb|AAR84673.1|ARO:3002936|vanS_in_vanF_cl [Paenibacillus popilliae ATCC 14706] 
NZ_JBBPBW010000028.1	gb|MBY8651250.1|ARO:3007192|vanS_in_vanP_cl	29.075	227	3.18e-23	104	gb|MBY8651250.1|ARO:3007192|vanS_in_vanP_cl [Enterococcus faecium] 
NZ_JBBPBW010000028.1	gb|MBY8651250.1|ARO:3007192|vanS_in_vanP_cl	27.354	223	3.59e-21	98.2	gb|MBY8651250.1|ARO:3007192|vanS_in_vanP_cl [Enterococcus faecium] 
NZ_JBBPBW010000028.1	gb|ACL82958.1|ARO:3002939|vanS_in_vanM_cl	29.804	255	4.40e-23	104	gb|ACL82958.1|ARO:3002939|vanS_in_vanM_cl [Enterococcus faecium] 
NZ_JBBPBW010000028.1	gb|ACL82958.1|ARO:3002939|vanS_in_vanM_cl	28.837	215	6.26e-22	100	gb|ACL82958.1|ARO:3002939|vanS_in_vanM_cl [Enterococcus faecium] 
NZ_JBBPBW010000028.1	gb|AAL27446.1|ARO:3002935|vanS_in_vanE_cl	27.778	306	5.68e-23	103	gb|AAL27446.1|ARO:3002935|vanS_in_vanE_cl [Enterococcus faecalis] 
NZ_JBBPBW010000028.1	gb|AAL27446.1|ARO:3002935|vanS_in_vanE_cl	24.510	204	1.71e-13	75.1	gb|AAL27446.1|ARO:3002935|vanS_in_vanE_cl [Enterococcus faecalis] 
NZ_JBBPBW010000028.1	gb|BAE06008.1|ARO:3003699|mexQ	25.522	431	8.84e-23	107	gb|BAE06008.1|ARO:3003699|mexQ [Pseudomonas aeruginosa] 
NZ_JBBPBW010000028.1	gb|BAE06008.1|ARO:3003699|mexQ	20.625	320	7.83e-11	68.6	gb|BAE06008.1|ARO:3003699|mexQ [Pseudomonas aeruginosa] 
NZ_JBBPBW010000028.1	gb|AAF86642.1|ARO:3002933|vanS_in_vanC_cl	29.102	323	9.55e-23	103	gb|AAF86642.1|ARO:3002933|vanS_in_vanC_cl [Enterococcus gallinarum] 
NZ_JBBPBW010000028.1	gb|AAF86642.1|ARO:3002933|vanS_in_vanC_cl	27.753	227	2.15e-16	84.0	gb|AAF86642.1|ARO:3002933|vanS_in_vanC_cl [Enterococcus gallinarum] 
NZ_JBBPBW010000028.1	gb|ADM92606.1|ARO:3000549|adeS	28.253	269	1.18e-22	102	gb|ADM92606.1|ARO:3000549|adeS [Acinetobacter baumannii] 
NZ_JBBPBW010000028.1	gb|ADM92606.1|ARO:3000549|adeS	26.774	310	1.91e-16	84.3	gb|ADM92606.1|ARO:3000549|adeS [Acinetobacter baumannii] 
NZ_JBBPBW010000028.1	gb|CAJ77856.1|ARO:3000777|adeF	25.123	406	3.93e-22	105	gb|CAJ77856.1|ARO:3000777|adeF [Acinetobacter baumannii AYE] 
NZ_JBBPBW010000028.1	gb|CAJ77856.1|ARO:3000777|adeF	20.166	362	1.11e-12	74.7	gb|CAJ77856.1|ARO:3000777|adeF [Acinetobacter baumannii AYE] 
NZ_JBBPBW010000028.1	gb|AAG07064.1|ARO:3003693|MexK	24.171	422	2.41e-21	102	gb|AAG07064.1|ARO:3003693|MexK [Pseudomonas aeruginosa PAO1] 
NZ_JBBPBW010000028.1	gb|AAG07064.1|ARO:3003693|MexK	22.365	389	4.97e-15	82.4	gb|AAG07064.1|ARO:3003693|MexK [Pseudomonas aeruginosa PAO1] 
NZ_JBBPBW010000028.1	gb|AEX49906.1|ARO:3003583|basS	28.125	256	4.10e-21	100	gb|AEX49906.1|ARO:3003583|basS [Pseudomonas aeruginosa] 
NZ_JBBPBW010000028.1	gb|AEX49906.1|ARO:3003583|basS	28.352	261	4.63e-17	87.4	gb|AEX49906.1|ARO:3003583|basS [Pseudomonas aeruginosa] 
NZ_JBBPBW010000028.1	gb|AEP40504.1|ARO:3002940|vanS_in_vanN_cl	27.723	303	2.92e-20	95.9	gb|AEP40504.1|ARO:3002940|vanS_in_vanN_cl [Enterococcus faecium] 
NZ_JBBPBW010000028.1	gb|AEP40504.1|ARO:3002940|vanS_in_vanN_cl	26.991	226	7.40e-20	94.4	gb|AEP40504.1|ARO:3002940|vanS_in_vanN_cl [Enterococcus faecium] 
NZ_JBBPBW010000028.1	gb|ABX54692.1|ARO:3002938|vanS_in_vanL_cl	27.703	296	3.74e-20	95.5	gb|ABX54692.1|ARO:3002938|vanS_in_vanL_cl [Enterococcus faecalis] 
NZ_JBBPBW010000028.1	gb|ABX54692.1|ARO:3002938|vanS_in_vanL_cl	27.039	233	6.88e-18	88.6	gb|ABX54692.1|ARO:3002938|vanS_in_vanL_cl [Enterococcus faecalis] 
NZ_JBBPBW010000028.1	gb|CAJ77855.1|ARO:3000779|adeH	28.713	404	9.53e-20	95.9	gb|CAJ77855.1|ARO:3000779|adeH [Acinetobacter baumannii AYE] 
NZ_JBBPBW010000028.1	gb|BAE78082.1|ARO:3003550|mdtP	25.413	484	9.64e-20	95.9	gb|BAE78082.1|ARO:3003550|mdtP [Escherichia coli str. K-12 substr. W3110] 
NZ_JBBPBW010000028.1	gb|AAB05623.1|ARO:3002932|vanS_in_vanB_cl	26.132	287	1.07e-19	95.5	gb|AAB05623.1|ARO:3002932|vanS_in_vanB_cl [Enterococcus faecalis] 
NZ_JBBPBW010000028.1	gb|AAG05187.1|ARO:3005067|ParS	29.911	224	1.37e-17	88.6	gb|AAG05187.1|ARO:3005067|ParS [Pseudomonas aeruginosa PAO1] 
NZ_JBBPBW010000028.1	gb|AAG05187.1|ARO:3005067|ParS	26.667	225	8.97e-17	85.9	gb|AAG05187.1|ARO:3005067|ParS [Pseudomonas aeruginosa PAO1] 
NZ_JBBPBW010000028.1	gb|ABA71728.1|ARO:3002937|vanS_in_vanG_cl	28.829	222	5.24e-17	85.9	gb|ABA71728.1|ARO:3002937|vanS_in_vanG_cl [Enterococcus faecalis] 
NZ_JBBPBW010000028.1	gb|ABA71728.1|ARO:3002937|vanS_in_vanG_cl	27.393	303	9.05e-17	85.1	gb|ABA71728.1|ARO:3002937|vanS_in_vanG_cl [Enterococcus faecalis] 
NZ_JBBPBW010000028.1	gb|AAC75429.1|ARO:3000833|evgS	28.070	228	2.18e-16	87.0	gb|AAC75429.1|ARO:3000833|evgS [Escherichia coli str. K-12 substr. MG1655] 
NZ_JBBPBW010000028.1	gb|AAG05883.1|ARO:3000805|OprN	24.947	473	4.18e-16	84.3	gb|AAG05883.1|ARO:3000805|OprN [Pseudomonas aeruginosa PAO1] 
NZ_JBBPBW010000028.1	gb|AHA41504.1|ARO:3002941|vanS_in_vanO_cl	28.063	253	4.79e-13	73.6	gb|AHA41504.1|ARO:3002941|vanS_in_vanO_cl [Rhodococcus hoagii] 
NZ_JBBPBW010000028.1	gb|AHA41504.1|ARO:3002941|vanS_in_vanO_cl	29.537	281	8.31e-13	72.8	gb|AHA41504.1|ARO:3002941|vanS_in_vanO_cl [Rhodococcus hoagii] 
NZ_JBBPBW010000028.1	gb|AAG07762.1|ARO:3003030|MexV	26.582	316	1.26e-12	72.8	gb|AAG07762.1|ARO:3003030|MexV [Pseudomonas aeruginosa PAO1] 
NZ_JBBPBW010000028.1	gb|WMY66391.1|ARO:3007682|MdtQ	25.210	476	1.65e-12	73.2	gb|WMY66391.1|ARO:3007682|MdtQ [Klebsiella pneumoniae] 
NZ_JBBPBW010000035.1	gb|ABV89601.1|ARO:3004826|LAP-2	100.000	285	0.0	587	gb|ABV89601.1|ARO:3004826|LAP-2 [Enterobacter cloacae] 
